Month,Year,Adm1,Temp,MoY
6,2010,Morogoro,19.46222,6_2010
7,2010,Morogoro,18.51125806,7_2010
8,2010,Morogoro,19.64596129,8_2010
9,2010,Morogoro,21.84317333,9_2010
10,2010,Morogoro,24.37449355,10_2010
11,2010,Morogoro,24.2997,11_2010
12,2010,Morogoro,23.79841935,12_2010
1,2011,Morogoro,23.62105484,1_2011
2,2011,Morogoro,23.08382857,2_2011
3,2011,Morogoro,22.72958387,3_2011
4,2011,Morogoro,21.37914333,4_2011
5,2011,Morogoro,20.38205161,5_2011
6,2011,Morogoro,19.62388,6_2011
7,2011,Morogoro,18.9315871,7_2011
8,2011,Morogoro,20.15865806,8_2011
9,2011,Morogoro,22.09020667,9_2011
10,2011,Morogoro,23.72046452,10_2011
11,2011,Morogoro,25.23234667,11_2011
12,2011,Morogoro,23.95006774,12_2011
1,2012,Morogoro,23.43088387,1_2012
2,2012,Morogoro,23.34087586,2_2012
3,2012,Morogoro,22.61490645,3_2012
4,2012,Morogoro,20.99116667,4_2012
5,2012,Morogoro,20.11370968,5_2012
6,2012,Morogoro,18.97845333,6_2012
7,2012,Morogoro,18.80903871,7_2012
8,2012,Morogoro,20.58022581,8_2012
9,2012,Morogoro,22.65644333,9_2012
10,2012,Morogoro,24.52700323,10_2012
11,2012,Morogoro,24.80569333,11_2012
12,2012,Morogoro,24.32000645,12_2012
1,2013,Morogoro,23.1893129,1_2013
2,2013,Morogoro,23.11653571,2_2013
3,2013,Morogoro,22.12752581,3_2013
4,2013,Morogoro,21.54510667,4_2013
5,2013,Morogoro,19.94017097,5_2013
6,2013,Morogoro,18.53811667,6_2013
7,2013,Morogoro,18.6304871,7_2013
8,2013,Morogoro,20.00371935,8_2013
9,2013,Morogoro,22.59031333,9_2013
10,2013,Morogoro,23.39192581,10_2013
11,2013,Morogoro,24.94881,11_2013
12,2013,Morogoro,24.26763548,12_2013
1,2014,Morogoro,23.46592581,1_2014
2,2014,Morogoro,23.26315714,2_2014
3,2014,Morogoro,22.00037097,3_2014
4,2014,Morogoro,21.05351,4_2014
5,2014,Morogoro,19.9729129,5_2014
6,2014,Morogoro,19.15445333,6_2014
7,2014,Morogoro,18.81624516,7_2014
8,2014,Morogoro,20.46813871,8_2014
9,2014,Morogoro,21.64859,9_2014
10,2014,Morogoro,23.89440323,10_2014
11,2014,Morogoro,24.93398667,11_2014
12,2014,Morogoro,24.20464194,12_2014
1,2015,Morogoro,22.80755484,1_2015
2,2015,Morogoro,23.55841786,2_2015
3,2015,Morogoro,22.2784,3_2015
4,2015,Morogoro,21.56923,4_2015
5,2015,Morogoro,20.53290645,5_2015
6,2015,Morogoro,19.59028667,6_2015
7,2015,Morogoro,19.39137419,7_2015
8,2015,Morogoro,20.4784129,8_2015
9,2015,Morogoro,23.01663333,9_2015
10,2015,Morogoro,24.8543,10_2015
11,2015,Morogoro,24.43511,11_2015
12,2015,Morogoro,24.91423871,12_2015
1,2016,Morogoro,23.32781613,1_2016
2,2016,Morogoro,22.91183448,2_2016
3,2016,Morogoro,23.75982581,3_2016
4,2016,Morogoro,21.74311,4_2016
5,2016,Morogoro,19.81961613,5_2016
6,2016,Morogoro,18.77162333,6_2016
7,2016,Morogoro,18.84820323,7_2016
8,2016,Morogoro,20.35894516,8_2016
9,2016,Morogoro,22.01774,9_2016
10,2016,Morogoro,24.27926774,10_2016
11,2016,Morogoro,24.98497333,11_2016
12,2016,Morogoro,24.38836774,12_2016
1,2017,Morogoro,23.82429032,1_2017
2,2017,Morogoro,23.17323929,2_2017
3,2017,Morogoro,22.76930968,3_2017
4,2017,Morogoro,21.02559667,4_2017
5,2017,Morogoro,19.98042258,5_2017
6,2017,Morogoro,19.34749,6_2017
7,2017,Morogoro,19.03526129,7_2017
8,2017,Morogoro,19.97864194,8_2017
9,2017,Morogoro,22.96576667,9_2017
10,2017,Morogoro,24.55691935,10_2017
11,2017,Morogoro,24.15199,11_2017
12,2017,Morogoro,24.01266452,12_2017
1,2018,Morogoro,22.6665,1_2018
2,2018,Morogoro,22.91569643,2_2018
3,2018,Morogoro,22.36315484,3_2018
4,2018,Morogoro,21.23312667,4_2018
5,2018,Morogoro,20.30656129,5_2018
6,2018,Morogoro,19.16096333,6_2018
7,2018,Morogoro,18.58086129,7_2018
8,2018,Morogoro,20.92264516,8_2018
9,2018,Morogoro,21.2288375,9_2018
1,2010,Mtwara,25.81734839,1_2010
2,2010,Mtwara,25.43752857,2_2010
3,2010,Mtwara,24.28477419,3_2010
4,2010,Mtwara,24.30256,4_2010
5,2010,Mtwara,24.03201935,5_2010
6,2010,Mtwara,22.13775667,6_2010
7,2010,Mtwara,21.75802903,7_2010
8,2010,Mtwara,22.76273871,8_2010
9,2010,Mtwara,25.01886333,9_2010
10,2010,Mtwara,27.95677742,10_2010
11,2010,Mtwara,28.64185667,11_2010
12,2010,Mtwara,27.83864194,12_2010
1,2011,Mtwara,25.73757097,1_2011
2,2011,Mtwara,23.979325,2_2011
3,2011,Mtwara,23.55740645,3_2011
4,2011,Mtwara,23.00326667,4_2011
5,2011,Mtwara,22.33709677,5_2011
6,2011,Mtwara,21.47485667,6_2011
7,2011,Mtwara,20.85576129,7_2011
8,2011,Mtwara,22.7180871,8_2011
9,2011,Mtwara,25.39640667,9_2011
10,2011,Mtwara,26.94582581,10_2011
11,2011,Mtwara,28.40294333,11_2011
12,2011,Mtwara,26.53046774,12_2011
1,2012,Mtwara,24.96174516,1_2012
2,2012,Mtwara,24.62917241,2_2012
3,2012,Mtwara,23.53569355,3_2012
4,2012,Mtwara,22.39556667,4_2012
5,2012,Mtwara,21.85700968,5_2012
6,2012,Mtwara,21.05484333,6_2012
7,2012,Mtwara,21.16223548,7_2012
8,2012,Mtwara,23.72712581,8_2012
9,2012,Mtwara,25.98488667,9_2012
10,2012,Mtwara,27.37100968,10_2012
11,2012,Mtwara,28.54878667,11_2012
12,2012,Mtwara,27.10372258,12_2012
1,2013,Mtwara,25.46157097,1_2013
2,2013,Mtwara,24.5663,2_2013
3,2013,Mtwara,23.51705484,3_2013
4,2013,Mtwara,22.95834333,4_2013
5,2013,Mtwara,21.83650645,5_2013
6,2013,Mtwara,20.80052333,6_2013
7,2013,Mtwara,20.80150968,7_2013
8,2013,Mtwara,23.15945161,8_2013
9,2013,Mtwara,25.76434333,9_2013
10,2013,Mtwara,26.65202258,10_2013
11,2013,Mtwara,28.09395667,11_2013
12,2013,Mtwara,26.6535129,12_2013
1,2014,Mtwara,25.52118065,1_2014
2,2014,Mtwara,24.1472,2_2014
3,2014,Mtwara,23.55931935,3_2014
4,2014,Mtwara,22.47902333,4_2014
5,2014,Mtwara,21.83483871,5_2014
6,2014,Mtwara,21.38030667,6_2014
7,2014,Mtwara,21.62734194,7_2014
8,2014,Mtwara,23.62663226,8_2014
9,2014,Mtwara,24.9631,9_2014
10,2014,Mtwara,26.7959,10_2014
11,2014,Mtwara,28.08714667,11_2014
12,2014,Mtwara,26.72727419,12_2014
1,2015,Mtwara,24.38893871,1_2015
2,2015,Mtwara,24.76877857,2_2015
3,2015,Mtwara,23.45030968,3_2015
4,2015,Mtwara,23.06439667,4_2015
5,2015,Mtwara,22.55006774,5_2015
6,2015,Mtwara,21.27089667,6_2015
7,2015,Mtwara,21.94797097,7_2015
8,2015,Mtwara,23.92426452,8_2015
9,2015,Mtwara,26.42132333,9_2015
10,2015,Mtwara,28.30325484,10_2015
11,2015,Mtwara,27.57680333,11_2015
12,2015,Mtwara,26.98281613,12_2015
1,2016,Mtwara,25.40155161,1_2016
2,2016,Mtwara,24.71601724,2_2016
3,2016,Mtwara,24.89762903,3_2016
4,2016,Mtwara,23.29153,4_2016
5,2016,Mtwara,21.18561613,5_2016
6,2016,Mtwara,20.65803667,6_2016
7,2016,Mtwara,21.35091935,7_2016
8,2016,Mtwara,23.14786774,8_2016
9,2016,Mtwara,25.64253333,9_2016
10,2016,Mtwara,27.20924516,10_2016
11,2016,Mtwara,28.27968333,11_2016
12,2016,Mtwara,27.73870968,12_2016
1,2017,Mtwara,25.92185161,1_2017
2,2017,Mtwara,24.67518214,2_2017
3,2017,Mtwara,24.0971871,3_2017
4,2017,Mtwara,22.56261333,4_2017
5,2017,Mtwara,22.344,5_2017
6,2017,Mtwara,21.58569667,6_2017
7,2017,Mtwara,21.68317419,7_2017
8,2017,Mtwara,23.20360645,8_2017
9,2017,Mtwara,26.15431333,9_2017
10,2017,Mtwara,27.7631129,10_2017
11,2017,Mtwara,28.21565667,11_2017
12,2017,Mtwara,26.69883226,12_2017
1,2018,Mtwara,24.25000645,1_2018
2,2018,Mtwara,24.51900357,2_2018
3,2018,Mtwara,23.98451613,3_2018
4,2018,Mtwara,22.80274333,4_2018
5,2018,Mtwara,22.38670645,5_2018
6,2018,Mtwara,21.14055,6_2018
7,2018,Mtwara,21.35764194,7_2018
8,2018,Mtwara,23.99418065,8_2018
9,2018,Mtwara,24.7086375,9_2018
1,2010,Mwanza,20.63462581,1_2010
2,2010,Mwanza,21.1008,2_2010
3,2010,Mwanza,20.87179677,3_2010
4,2010,Mwanza,21.1266,4_2010
5,2010,Mwanza,20.63136129,5_2010
6,2010,Mwanza,20.13528,6_2010
7,2010,Mwanza,19.64206452,7_2010
8,2010,Mwanza,20.19148065,8_2010
9,2010,Mwanza,21.00276667,9_2010
10,2010,Mwanza,21.97377419,10_2010
11,2010,Mwanza,22.12681,11_2010
12,2010,Mwanza,20.50731613,12_2010
1,2011,Mwanza,20.16632903,1_2011
2,2011,Mwanza,20.46387143,2_2011
3,2011,Mwanza,20.14652258,3_2011
4,2011,Mwanza,20.15484333,4_2011
5,2011,Mwanza,19.79926452,5_2011
6,2011,Mwanza,19.63567333,6_2011
7,2011,Mwanza,18.79942581,7_2011
8,2011,Mwanza,19.79118065,8_2011
9,2011,Mwanza,20.93730333,9_2011
10,2011,Mwanza,21.15793226,10_2011
11,2011,Mwanza,20.87723,11_2011
12,2011,Mwanza,20.21832903,12_2011
1,2012,Mwanza,20.36134194,1_2012
2,2012,Mwanza,20.51978966,2_2012
3,2012,Mwanza,20.43277742,3_2012
4,2012,Mwanza,19.81170667,4_2012
5,2012,Mwanza,19.50848387,5_2012
6,2012,Mwanza,18.96323667,6_2012
7,2012,Mwanza,19.03592581,7_2012
8,2012,Mwanza,20.08251613,8_2012
9,2012,Mwanza,21.35147,9_2012
10,2012,Mwanza,22.31077742,10_2012
11,2012,Mwanza,21.14001333,11_2012
12,2012,Mwanza,20.32494839,12_2012
1,2013,Mwanza,20.54048065,1_2013
2,2013,Mwanza,20.48899286,2_2013
3,2013,Mwanza,20.51954516,3_2013
4,2013,Mwanza,19.79633333,4_2013
5,2013,Mwanza,19.48159677,5_2013
6,2013,Mwanza,18.79568667,6_2013
7,2013,Mwanza,18.56480968,7_2013
8,2013,Mwanza,19.47429355,8_2013
9,2013,Mwanza,20.82745,9_2013
10,2013,Mwanza,21.62976774,10_2013
11,2013,Mwanza,21.44527333,11_2013
12,2013,Mwanza,20.13272581,12_2013
1,2014,Mwanza,20.06225484,1_2014
2,2014,Mwanza,20.30081071,2_2014
3,2014,Mwanza,20.25262258,3_2014
4,2014,Mwanza,19.84885,4_2014
5,2014,Mwanza,19.76883226,5_2014
6,2014,Mwanza,19.53967333,6_2014
7,2014,Mwanza,19.29504839,7_2014
8,2014,Mwanza,19.95165484,8_2014
9,2014,Mwanza,20.78561,9_2014
10,2014,Mwanza,21.24875806,10_2014
11,2014,Mwanza,21.27347667,11_2014
12,2014,Mwanza,20.37839677,12_2014
1,2015,Mwanza,20.03920645,1_2015
2,2015,Mwanza,20.45756071,2_2015
3,2015,Mwanza,20.81401935,3_2015
4,2015,Mwanza,19.88911667,4_2015
5,2015,Mwanza,19.91078387,5_2015
6,2015,Mwanza,19.84977667,6_2015
7,2015,Mwanza,19.38302258,7_2015
8,2015,Mwanza,20.10347742,8_2015
9,2015,Mwanza,21.53860667,9_2015
10,2015,Mwanza,22.41523226,10_2015
11,2015,Mwanza,20.91308333,11_2015
12,2015,Mwanza,20.2671871,12_2015
1,2016,Mwanza,20.52240323,1_2016
2,2016,Mwanza,20.74763448,2_2016
3,2016,Mwanza,21.64630323,3_2016
4,2016,Mwanza,20.25193333,4_2016
5,2016,Mwanza,19.87646452,5_2016
6,2016,Mwanza,19.37042667,6_2016
7,2016,Mwanza,19.16270323,7_2016
8,2016,Mwanza,19.82197097,8_2016
9,2016,Mwanza,21.13755,9_2016
10,2016,Mwanza,21.94538387,10_2016
11,2016,Mwanza,21.62389333,11_2016
12,2016,Mwanza,21.07802581,12_2016
1,2017,Mwanza,20.8472129,1_2017
2,2017,Mwanza,20.33232857,2_2017
3,2017,Mwanza,20.57955806,3_2017
4,2017,Mwanza,20.38837667,4_2017
5,2017,Mwanza,19.84267742,5_2017
6,2017,Mwanza,19.94576,6_2017
7,2017,Mwanza,19.61026774,7_2017
8,2017,Mwanza,20.43268065,8_2017
9,2017,Mwanza,20.98120667,9_2017
10,2017,Mwanza,21.76966129,10_2017
11,2017,Mwanza,20.99977667,11_2017
12,2017,Mwanza,20.5935129,12_2017
1,2018,Mwanza,19.3876,1_2018
2,2018,Mwanza,20.69751071,2_2018
3,2018,Mwanza,19.93529032,3_2018
4,2018,Mwanza,19.47879667,4_2018
5,2018,Mwanza,19.39538387,5_2018
6,2018,Mwanza,19.26384667,6_2018
7,2018,Mwanza,18.90340645,7_2018
8,2018,Mwanza,20.11710323,8_2018
9,2018,Mwanza,20.7971375,9_2018
1,2010,PembaNorth,27.62645161,1_2010
2,2010,PembaNorth,28.00525,2_2010
3,2010,PembaNorth,28.17287097,3_2010
4,2010,PembaNorth,27.38653333,4_2010
5,2010,PembaNorth,27.01096774,5_2010
6,2010,PembaNorth,26.3812,6_2010
7,2010,PembaNorth,25.3803871,7_2010
8,2010,PembaNorth,24.79277419,8_2010
9,2010,PembaNorth,24.937,9_2010
10,2010,PembaNorth,25.85422581,10_2010
11,2010,PembaNorth,26.27006667,11_2010
12,2010,PembaNorth,26.95854839,12_2010
1,2011,PembaNorth,26.88003226,1_2011
2,2011,PembaNorth,27.07717857,2_2011
3,2011,PembaNorth,27.32693548,3_2011
4,2011,PembaNorth,26.78283333,4_2011
5,2011,PembaNorth,26.0646129,5_2011
6,2011,PembaNorth,25.76976667,6_2011
7,2011,PembaNorth,24.89296774,7_2011
8,2011,PembaNorth,25.01622581,8_2011
9,2011,PembaNorth,25.1163,9_2011
10,2011,PembaNorth,25.55658065,10_2011
11,2011,PembaNorth,26.44876667,11_2011
12,2011,PembaNorth,27.12922581,12_2011
1,2012,PembaNorth,26.66467742,1_2012
2,2012,PembaNorth,26.63917241,2_2012
3,2012,PembaNorth,27.05735484,3_2012
4,2012,PembaNorth,26.9671,4_2012
5,2012,PembaNorth,25.95812903,5_2012
6,2012,PembaNorth,25.25986667,6_2012
7,2012,PembaNorth,24.67651613,7_2012
8,2012,PembaNorth,24.86074194,8_2012
9,2012,PembaNorth,25.55983333,9_2012
10,2012,PembaNorth,25.62274194,10_2012
11,2012,PembaNorth,26.20243333,11_2012
12,2012,PembaNorth,26.90541935,12_2012
1,2013,PembaNorth,27.37435484,1_2013
2,2013,PembaNorth,26.86810714,2_2013
3,2013,PembaNorth,27.2393871,3_2013
4,2013,PembaNorth,26.8976,4_2013
5,2013,PembaNorth,25.94574194,5_2013
6,2013,PembaNorth,25.15213333,6_2013
7,2013,PembaNorth,24.3853871,7_2013
8,2013,PembaNorth,24.56883871,8_2013
9,2013,PembaNorth,24.99606667,9_2013
10,2013,PembaNorth,25.37258065,10_2013
11,2013,PembaNorth,26.0901,11_2013
12,2013,PembaNorth,26.86654839,12_2013
1,2014,PembaNorth,26.94925806,1_2014
2,2014,PembaNorth,27.14867857,2_2014
3,2014,PembaNorth,27.27235484,3_2014
4,2014,PembaNorth,26.64383333,4_2014
5,2014,PembaNorth,26.16693548,5_2014
6,2014,PembaNorth,25.54733333,6_2014
7,2014,PembaNorth,24.80929032,7_2014
8,2014,PembaNorth,24.84122581,8_2014
9,2014,PembaNorth,24.9066,9_2014
10,2014,PembaNorth,25.62925806,10_2014
11,2014,PembaNorth,26.3324,11_2014
12,2014,PembaNorth,26.92716129,12_2014
1,2015,PembaNorth,26.55145161,1_2015
2,2015,PembaNorth,27.04178571,2_2015
3,2015,PembaNorth,26.91341935,3_2015
4,2015,PembaNorth,27.057,4_2015
5,2015,PembaNorth,26.43664516,5_2015
6,2015,PembaNorth,26.0037,6_2015
7,2015,PembaNorth,25.2453871,7_2015
8,2015,PembaNorth,25.25270968,8_2015
9,2015,PembaNorth,25.47713333,9_2015
10,2015,PembaNorth,26.50809677,10_2015
11,2015,PembaNorth,26.56843333,11_2015
12,2015,PembaNorth,27.39209677,12_2015
1,2016,PembaNorth,27.68958065,1_2016
2,2016,PembaNorth,27.16213793,2_2016
3,2016,PembaNorth,28.45741935,3_2016
4,2016,PembaNorth,27.5269,4_2016
5,2016,PembaNorth,26.60616129,5_2016
6,2016,PembaNorth,25.3704,6_2016
7,2016,PembaNorth,24.38596774,7_2016
8,2016,PembaNorth,24.83870968,8_2016
9,2016,PembaNorth,25.02476667,9_2016
10,2016,PembaNorth,25.43780645,10_2016
11,2016,PembaNorth,26.38886667,11_2016
12,2016,PembaNorth,26.77612903,12_2016
1,2017,PembaNorth,27.24606452,1_2017
2,2017,PembaNorth,27.39239286,2_2017
3,2017,PembaNorth,27.57883871,3_2017
4,2017,PembaNorth,26.82113333,4_2017
5,2017,PembaNorth,26.09264516,5_2017
6,2017,PembaNorth,25.94083333,6_2017
7,2017,PembaNorth,25.32725806,7_2017
8,2017,PembaNorth,25.21503226,8_2017
9,2017,PembaNorth,25.36296667,9_2017
10,2017,PembaNorth,26.03993548,10_2017
11,2017,PembaNorth,26.47313333,11_2017
12,2017,PembaNorth,27.03470968,12_2017
1,2018,PembaNorth,26.33219355,1_2018
2,2018,PembaNorth,26.84360714,2_2018
3,2018,PembaNorth,27.05245161,3_2018
4,2018,PembaNorth,26.86626667,4_2018
5,2018,PembaNorth,26.31309677,5_2018
6,2018,PembaNorth,25.38533333,6_2018
7,2018,PembaNorth,24.75467742,7_2018
8,2018,PembaNorth,25.26422581,8_2018
9,2018,PembaNorth,25.091625,9_2018
1,2010,PembaSouth,27.69678065,1_2010
2,2010,PembaSouth,28.05438929,2_2010
3,2010,PembaSouth,28.19021613,3_2010
4,2010,PembaSouth,27.36062333,4_2010
5,2010,PembaSouth,27.03145806,5_2010
6,2010,PembaSouth,26.33350667,6_2010
7,2010,PembaSouth,25.31754839,7_2010
8,2010,PembaSouth,24.75459355,8_2010
9,2010,PembaSouth,24.90814333,9_2010
10,2010,PembaSouth,25.80115161,10_2010
11,2010,PembaSouth,26.25599333,11_2010
12,2010,PembaSouth,26.96278065,12_2010
1,2011,PembaSouth,27.014,1_2011
2,2011,PembaSouth,27.20835357,2_2011
3,2011,PembaSouth,27.43112581,3_2011
4,2011,PembaSouth,26.81304,4_2011
5,2011,PembaSouth,26.09665484,5_2011
6,2011,PembaSouth,25.70593667,6_2011
7,2011,PembaSouth,24.85614194,7_2011
8,2011,PembaSouth,24.98269032,8_2011
9,2011,PembaSouth,25.10296667,9_2011
10,2011,PembaSouth,25.57179032,10_2011
11,2011,PembaSouth,26.51517333,11_2011
12,2011,PembaSouth,27.27026129,12_2011
1,2012,PembaSouth,26.85632903,1_2012
2,2012,PembaSouth,26.76877586,2_2012
3,2012,PembaSouth,27.21662581,3_2012
4,2012,PembaSouth,26.95519667,4_2012
5,2012,PembaSouth,25.94157742,5_2012
6,2012,PembaSouth,25.17402333,6_2012
7,2012,PembaSouth,24.63610968,7_2012
8,2012,PembaSouth,24.83859677,8_2012
9,2012,PembaSouth,25.54234,9_2012
10,2012,PembaSouth,25.64980323,10_2012
11,2012,PembaSouth,26.27670333,11_2012
12,2012,PembaSouth,27.03823226,12_2012
1,2013,PembaSouth,27.51065484,1_2013
2,2013,PembaSouth,27.05162857,2_2013
3,2013,PembaSouth,27.26652258,3_2013
4,2013,PembaSouth,26.90321333,4_2013
5,2013,PembaSouth,25.91615161,5_2013
6,2013,PembaSouth,25.04183,6_2013
7,2013,PembaSouth,24.34062903,7_2013
8,2013,PembaSouth,24.58428387,8_2013
9,2013,PembaSouth,25.00456333,9_2013
10,2013,PembaSouth,25.40566452,10_2013
11,2013,PembaSouth,26.15759,11_2013
12,2013,PembaSouth,27.00127742,12_2013
1,2014,PembaSouth,27.12608065,1_2014
2,2014,PembaSouth,27.32084286,2_2014
3,2014,PembaSouth,27.33508065,3_2014
4,2014,PembaSouth,26.62778667,4_2014
5,2014,PembaSouth,26.11358387,5_2014
6,2014,PembaSouth,25.4557,6_2014
7,2014,PembaSouth,24.77624839,7_2014
8,2014,PembaSouth,24.86065806,8_2014
9,2014,PembaSouth,24.91265333,9_2014
10,2014,PembaSouth,25.67398065,10_2014
11,2014,PembaSouth,26.43287667,11_2014
12,2014,PembaSouth,27.07275161,12_2014
1,2015,PembaSouth,26.71037419,1_2015
2,2015,PembaSouth,27.19016071,2_2015
3,2015,PembaSouth,26.97308065,3_2015
4,2015,PembaSouth,27.04247333,4_2015
5,2015,PembaSouth,26.39912258,5_2015
6,2015,PembaSouth,25.90384333,6_2015
7,2015,PembaSouth,25.2331129,7_2015
8,2015,PembaSouth,25.23096774,8_2015
9,2015,PembaSouth,25.45271667,9_2015
10,2015,PembaSouth,26.53688387,10_2015
11,2015,PembaSouth,26.64611667,11_2015
12,2015,PembaSouth,27.54583226,12_2015
1,2016,PembaSouth,27.85984516,1_2016
2,2016,PembaSouth,27.30377586,2_2016
3,2016,PembaSouth,28.5468129,3_2016
4,2016,PembaSouth,27.53344667,4_2016
5,2016,PembaSouth,26.46656129,5_2016
6,2016,PembaSouth,25.25732333,6_2016
7,2016,PembaSouth,24.3324,7_2016
8,2016,PembaSouth,24.83544516,8_2016
9,2016,PembaSouth,25.01888333,9_2016
10,2016,PembaSouth,25.47818065,10_2016
11,2016,PembaSouth,26.44545667,11_2016
12,2016,PembaSouth,26.90436129,12_2016
1,2017,PembaSouth,27.40678387,1_2017
2,2017,PembaSouth,27.50593214,2_2017
3,2017,PembaSouth,27.64953226,3_2017
4,2017,PembaSouth,26.80025333,4_2017
5,2017,PembaSouth,26.09834194,5_2017
6,2017,PembaSouth,25.88535,6_2017
7,2017,PembaSouth,25.29397419,7_2017
8,2017,PembaSouth,25.20270645,8_2017
9,2017,PembaSouth,25.36184333,9_2017
10,2017,PembaSouth,26.06492581,10_2017
11,2017,PembaSouth,26.61112333,11_2017
12,2017,PembaSouth,27.17435161,12_2017
1,2018,PembaSouth,26.51275161,1_2018
2,2018,PembaSouth,27.024925,2_2018
3,2018,PembaSouth,27.15790968,3_2018
4,2018,PembaSouth,26.85377333,4_2018
5,2018,PembaSouth,26.27392258,5_2018
6,2018,PembaSouth,25.30631,6_2018
7,2018,PembaSouth,24.73577419,7_2018
8,2018,PembaSouth,25.23553226,8_2018
9,2018,PembaSouth,25.1229625,9_2018
1,2010,Pwani,27.33287097,1_2010
2,2010,Pwani,27.64945357,2_2010
3,2010,Pwani,26.70571613,3_2010
4,2010,Pwani,25.49557333,4_2010
5,2010,Pwani,24.72087419,5_2010
6,2010,Pwani,23.87774,6_2010
7,2010,Pwani,23.08544194,7_2010
8,2010,Pwani,24.00383548,8_2010
9,2010,Pwani,25.82789667,9_2010
10,2010,Pwani,28.58624516,10_2010
11,2010,Pwani,27.74924333,11_2010
12,2010,Pwani,27.06434839,12_2010
1,2011,Pwani,26.72862258,1_2011
2,2011,Pwani,26.18897143,2_2011
3,2011,Pwani,25.91786452,3_2011
4,2011,Pwani,23.94337,4_2011
5,2011,Pwani,23.32720968,5_2011
6,2011,Pwani,22.72082,6_2011
7,2011,Pwani,22.77855806,7_2011
8,2011,Pwani,23.90310323,8_2011
9,2011,Pwani,25.43814333,9_2011
10,2011,Pwani,26.85842258,10_2011
11,2011,Pwani,27.91289667,11_2011
12,2011,Pwani,26.8517,12_2011
1,2012,Pwani,26.42510968,1_2012
2,2012,Pwani,26.67137241,2_2012
3,2012,Pwani,25.75804839,3_2012
4,2012,Pwani,24.17877,4_2012
5,2012,Pwani,23.17701613,5_2012
6,2012,Pwani,22.52781,6_2012
7,2012,Pwani,22.65469355,7_2012
8,2012,Pwani,24.29993548,8_2012
9,2012,Pwani,26.39215333,9_2012
10,2012,Pwani,28.08246774,10_2012
11,2012,Pwani,28.19190333,11_2012
12,2012,Pwani,27.22736129,12_2012
1,2013,Pwani,26.45679355,1_2013
2,2013,Pwani,26.74946429,2_2013
3,2013,Pwani,25.29761935,3_2013
4,2013,Pwani,24.15080333,4_2013
5,2013,Pwani,23.02278065,5_2013
6,2013,Pwani,22.01215,6_2013
