Month,Year,Adm1,Temp,MoY
7,2013,Pwani,22.24205806,7_2013
8,2013,Pwani,23.63180645,8_2013
9,2013,Pwani,26.28667333,9_2013
10,2013,Pwani,26.53204516,10_2013
11,2013,Pwani,27.85621333,11_2013
12,2013,Pwani,27.22255161,12_2013
1,2014,Pwani,26.77875806,1_2014
2,2014,Pwani,26.31544643,2_2014
3,2014,Pwani,24.92196129,3_2014
4,2014,Pwani,23.71074333,4_2014
5,2014,Pwani,22.83923871,5_2014
6,2014,Pwani,22.54667333,6_2014
7,2014,Pwani,22.51758065,7_2014
8,2014,Pwani,24.1639,8_2014
9,2014,Pwani,25.21260667,9_2014
10,2014,Pwani,27.0370129,10_2014
11,2014,Pwani,27.91286,11_2014
12,2014,Pwani,26.85837097,12_2014
1,2015,Pwani,25.46749032,1_2015
2,2015,Pwani,27.05956071,2_2015
3,2015,Pwani,25.70975161,3_2015
4,2015,Pwani,24.20670667,4_2015
5,2015,Pwani,23.55053548,5_2015
6,2015,Pwani,22.94917333,6_2015
7,2015,Pwani,23.12923226,7_2015
8,2015,Pwani,24.53998387,8_2015
9,2015,Pwani,26.70306,9_2015
10,2015,Pwani,28.45660645,10_2015
11,2015,Pwani,26.95127,11_2015
12,2015,Pwani,27.4707,12_2015
1,2016,Pwani,26.65227097,1_2016
2,2016,Pwani,25.92873448,2_2016
3,2016,Pwani,26.88759355,3_2016
4,2016,Pwani,24.71692333,4_2016
5,2016,Pwani,23.04638387,5_2016
6,2016,Pwani,22.35969,6_2016
7,2016,Pwani,22.62007742,7_2016
8,2016,Pwani,24.11260323,8_2016
9,2016,Pwani,25.82885667,9_2016
10,2016,Pwani,27.84929355,10_2016
11,2016,Pwani,28.16370333,11_2016
12,2016,Pwani,27.53849677,12_2016
1,2017,Pwani,27.45942903,1_2017
2,2017,Pwani,26.89466071,2_2017
3,2017,Pwani,25.94587742,3_2017
4,2017,Pwani,23.82137,4_2017
5,2017,Pwani,23.0372129,5_2017
6,2017,Pwani,22.44751,6_2017
7,2017,Pwani,22.62363871,7_2017
8,2017,Pwani,24.00403226,8_2017
9,2017,Pwani,26.36170333,9_2017
10,2017,Pwani,27.66279355,10_2017
11,2017,Pwani,26.96821667,11_2017
12,2017,Pwani,26.94342903,12_2017
1,2018,Pwani,25.04906129,1_2018
2,2018,Pwani,26.93411071,2_2018
3,2018,Pwani,24.99810968,3_2018
4,2018,Pwani,23.87657667,4_2018
5,2018,Pwani,23.26593226,5_2018
6,2018,Pwani,22.20277667,6_2018
7,2018,Pwani,22.41485161,7_2018
8,2018,Pwani,24.33254839,8_2018
9,2018,Pwani,25.08035,9_2018
1,2010,Rukwa,19.80727419,1_2010
2,2010,Rukwa,20.01693214,2_2010
3,2010,Rukwa,19.96219677,3_2010
4,2010,Rukwa,20.36084333,4_2010
5,2010,Rukwa,19.93629032,5_2010
6,2010,Rukwa,18.10085667,6_2010
7,2010,Rukwa,17.47329355,7_2010
8,2010,Rukwa,18.6069129,8_2010
9,2010,Rukwa,21.32518,9_2010
10,2010,Rukwa,23.30599677,10_2010
11,2010,Rukwa,23.01197333,11_2010
12,2010,Rukwa,20.53236452,12_2010
1,2011,Rukwa,19.68736452,1_2011
2,2011,Rukwa,19.77048571,2_2011
3,2011,Rukwa,19.63671613,3_2011
4,2011,Rukwa,19.36676333,4_2011
5,2011,Rukwa,18.85729677,5_2011
6,2011,Rukwa,18.23168667,6_2011
7,2011,Rukwa,17.36524839,7_2011
8,2011,Rukwa,18.77357742,8_2011
9,2011,Rukwa,20.8965,9_2011
10,2011,Rukwa,22.02032581,10_2011
11,2011,Rukwa,21.37332667,11_2011
12,2011,Rukwa,19.9887,12_2011
1,2012,Rukwa,19.81436452,1_2012
2,2012,Rukwa,19.38571379,2_2012
3,2012,Rukwa,19.64977097,3_2012
4,2012,Rukwa,19.03664,4_2012
5,2012,Rukwa,18.66327419,5_2012
6,2012,Rukwa,17.41226667,6_2012
7,2012,Rukwa,17.25692581,7_2012
8,2012,Rukwa,19.1971129,8_2012
9,2012,Rukwa,21.46138333,9_2012
10,2012,Rukwa,22.83006774,10_2012
11,2012,Rukwa,21.57962667,11_2012
12,2012,Rukwa,20.29143226,12_2012
1,2013,Rukwa,19.69436774,1_2013
2,2013,Rukwa,19.94631429,2_2013
3,2013,Rukwa,19.59597419,3_2013
4,2013,Rukwa,19.18105,4_2013
5,2013,Rukwa,18.4476871,5_2013
6,2013,Rukwa,16.78610667,6_2013
7,2013,Rukwa,16.92923871,7_2013
8,2013,Rukwa,18.7686871,8_2013
9,2013,Rukwa,21.51631333,9_2013
10,2013,Rukwa,22.02656129,10_2013
11,2013,Rukwa,22.25052667,11_2013
12,2013,Rukwa,19.9623871,12_2013
1,2014,Rukwa,19.4386129,1_2014
2,2014,Rukwa,19.59571071,2_2014
3,2014,Rukwa,19.45287419,3_2014
4,2014,Rukwa,19.06477667,4_2014
5,2014,Rukwa,18.63041935,5_2014
6,2014,Rukwa,17.92277333,6_2014
7,2014,Rukwa,17.50028065,7_2014
8,2014,Rukwa,19.56145484,8_2014
9,2014,Rukwa,20.54933,9_2014
10,2014,Rukwa,22.0838129,10_2014
11,2014,Rukwa,21.68599333,11_2014
12,2014,Rukwa,20.38224839,12_2014
1,2015,Rukwa,19.23162903,1_2015
2,2015,Rukwa,20.06297857,2_2015
3,2015,Rukwa,19.65038065,3_2015
4,2015,Rukwa,19.16788667,4_2015
5,2015,Rukwa,18.99083871,5_2015
6,2015,Rukwa,18.17677333,6_2015
7,2015,Rukwa,17.83976129,7_2015
8,2015,Rukwa,19.18739355,8_2015
9,2015,Rukwa,21.56805333,9_2015
10,2015,Rukwa,22.63672903,10_2015
11,2015,Rukwa,21.21983,11_2015
12,2015,Rukwa,20.3584,12_2015
1,2016,Rukwa,19.973,1_2016
2,2016,Rukwa,20.32018966,2_2016
3,2016,Rukwa,21.17614194,3_2016
4,2016,Rukwa,19.75175333,4_2016
5,2016,Rukwa,18.16687097,5_2016
6,2016,Rukwa,17.19925333,6_2016
7,2016,Rukwa,16.99892581,7_2016
8,2016,Rukwa,18.92367097,8_2016
9,2016,Rukwa,21.02541333,9_2016
10,2016,Rukwa,22.77507097,10_2016
11,2016,Rukwa,22.22088667,11_2016
12,2016,Rukwa,20.12536452,12_2016
1,2017,Rukwa,19.84137742,1_2017
2,2017,Rukwa,19.79055,2_2017
3,2017,Rukwa,19.58395161,3_2017
4,2017,Rukwa,18.92482,4_2017
5,2017,Rukwa,18.77879032,5_2017
6,2017,Rukwa,18.06425667,6_2017
7,2017,Rukwa,17.75902258,7_2017
8,2017,Rukwa,19.24780968,8_2017
9,2017,Rukwa,21.29906,9_2017
10,2017,Rukwa,23.12804516,10_2017
11,2017,Rukwa,21.30205333,11_2017
12,2017,Rukwa,20.30833871,12_2017
1,2018,Rukwa,18.66743548,1_2018
2,2018,Rukwa,19.92027857,2_2018
3,2018,Rukwa,19.32127097,3_2018
4,2018,Rukwa,18.85421,4_2018
5,2018,Rukwa,18.73920645,5_2018
6,2018,Rukwa,17.50698,6_2018
7,2018,Rukwa,16.68379355,7_2018
8,2018,Rukwa,19.25639355,8_2018
9,2018,Rukwa,20.1140375,9_2018
1,2010,Ruvuma,21.95808065,1_2010
2,2010,Ruvuma,21.61081786,2_2010
3,2010,Ruvuma,21.22859355,3_2010
4,2010,Ruvuma,20.91330333,4_2010
5,2010,Ruvuma,20.46849677,5_2010
6,2010,Ruvuma,17.96180333,6_2010
7,2010,Ruvuma,17.49383226,7_2010
8,2010,Ruvuma,18.29872258,8_2010
9,2010,Ruvuma,21.10093667,9_2010
10,2010,Ruvuma,23.66580323,10_2010
11,2010,Ruvuma,24.17997,11_2010
12,2010,Ruvuma,22.80144839,12_2010
1,2011,Ruvuma,21.80063871,1_2011
2,2011,Ruvuma,20.89706071,2_2011
3,2011,Ruvuma,20.61687742,3_2011
4,2011,Ruvuma,20.13170333,4_2011
5,2011,Ruvuma,18.95614516,5_2011
6,2011,Ruvuma,18.26908,6_2011
7,2011,Ruvuma,17.26211935,7_2011
8,2011,Ruvuma,18.68952903,8_2011
9,2011,Ruvuma,21.23389,9_2011
10,2011,Ruvuma,23.02903871,10_2011
11,2011,Ruvuma,24.30764667,11_2011
12,2011,Ruvuma,22.86824839,12_2011
1,2012,Ruvuma,21.69847742,1_2012
2,2012,Ruvuma,21.24218621,2_2012
3,2012,Ruvuma,20.7483,3_2012
4,2012,Ruvuma,19.42560667,4_2012
5,2012,Ruvuma,18.78564839,5_2012
6,2012,Ruvuma,17.62090667,6_2012
7,2012,Ruvuma,17.25570645,7_2012
8,2012,Ruvuma,19.4557,8_2012
9,2012,Ruvuma,21.54010333,9_2012
10,2012,Ruvuma,23.18448065,10_2012
11,2012,Ruvuma,23.83578,11_2012
12,2012,Ruvuma,22.99745484,12_2012
1,2013,Ruvuma,21.69137097,1_2013
2,2013,Ruvuma,21.40268929,2_2013
3,2013,Ruvuma,20.51863871,3_2013
4,2013,Ruvuma,20.09941333,4_2013
5,2013,Ruvuma,18.74942258,5_2013
6,2013,Ruvuma,17.38451,6_2013
7,2013,Ruvuma,17.08553871,7_2013
8,2013,Ruvuma,18.9282871,8_2013
9,2013,Ruvuma,21.58426333,9_2013
10,2013,Ruvuma,22.66101613,10_2013
11,2013,Ruvuma,23.96270333,11_2013
12,2013,Ruvuma,22.4582871,12_2013
1,2014,Ruvuma,21.45299677,1_2014
2,2014,Ruvuma,21.44413214,2_2014
3,2014,Ruvuma,20.64850968,3_2014
4,2014,Ruvuma,19.72970667,4_2014
5,2014,Ruvuma,19.03555484,5_2014
6,2014,Ruvuma,17.74348,6_2014
7,2014,Ruvuma,17.46911613,7_2014
8,2014,Ruvuma,19.27961613,8_2014
9,2014,Ruvuma,20.65729333,9_2014
10,2014,Ruvuma,22.56699355,10_2014
11,2014,Ruvuma,23.82555,11_2014
12,2014,Ruvuma,22.91979032,12_2014
1,2015,Ruvuma,21.52988387,1_2015
2,2015,Ruvuma,21.34072143,2_2015
3,2015,Ruvuma,20.57885484,3_2015
4,2015,Ruvuma,20.14467333,4_2015
5,2015,Ruvuma,19.30978387,5_2015
6,2015,Ruvuma,17.94297333,6_2015
7,2015,Ruvuma,17.91471613,7_2015
8,2015,Ruvuma,19.43836452,8_2015
9,2015,Ruvuma,21.69578,9_2015
10,2015,Ruvuma,23.67387742,10_2015
11,2015,Ruvuma,23.47049333,11_2015
12,2015,Ruvuma,23.28733548,12_2015
1,2016,Ruvuma,22.02087097,1_2016
2,2016,Ruvuma,21.92807586,2_2016
3,2016,Ruvuma,22.06705484,3_2016
4,2016,Ruvuma,20.52847,4_2016
5,2016,Ruvuma,18.21369677,5_2016
6,2016,Ruvuma,17.40461667,6_2016
7,2016,Ruvuma,17.47612581,7_2016
8,2016,Ruvuma,18.8981129,8_2016
9,2016,Ruvuma,21.2204,9_2016
10,2016,Ruvuma,23.29276774,10_2016
11,2016,Ruvuma,24.44628667,11_2016
12,2016,Ruvuma,23.30710645,12_2016
1,2017,Ruvuma,21.91218065,1_2017
2,2017,Ruvuma,21.31046786,2_2017
3,2017,Ruvuma,21.11224839,3_2017
4,2017,Ruvuma,19.78101667,4_2017
5,2017,Ruvuma,19.2245,5_2017
6,2017,Ruvuma,18.06178667,6_2017
7,2017,Ruvuma,17.70995161,7_2017
8,2017,Ruvuma,18.93384194,8_2017
9,2017,Ruvuma,22.02953667,9_2017
10,2017,Ruvuma,23.7529129,10_2017
11,2017,Ruvuma,23.37407,11_2017
12,2017,Ruvuma,22.44912581,12_2017
1,2018,Ruvuma,21.31329032,1_2018
2,2018,Ruvuma,21.03413929,2_2018
3,2018,Ruvuma,20.90722903,3_2018
4,2018,Ruvuma,19.9467,4_2018
5,2018,Ruvuma,19.22605161,5_2018
6,2018,Ruvuma,17.88717667,6_2018
7,2018,Ruvuma,17.21841935,7_2018
8,2018,Ruvuma,19.72882903,8_2018
9,2018,Ruvuma,20.8185125,9_2018
1,2010,Shinyanga,20.47679032,1_2010
2,2010,Shinyanga,20.95837857,2_2010
3,2010,Shinyanga,20.66274194,3_2010
4,2010,Shinyanga,21.49724333,4_2010
5,2010,Shinyanga,21.03996129,5_2010
6,2010,Shinyanga,20.11889,6_2010
7,2010,Shinyanga,19.31856774,7_2010
8,2010,Shinyanga,20.08309032,8_2010
9,2010,Shinyanga,21.92488,9_2010
10,2010,Shinyanga,23.67197419,10_2010
11,2010,Shinyanga,23.23864667,11_2010
12,2010,Shinyanga,20.79774194,12_2010
1,2011,Shinyanga,19.63841935,1_2011
2,2011,Shinyanga,19.87741786,2_2011
3,2011,Shinyanga,19.87499032,3_2011
4,2011,Shinyanga,19.69668,4_2011
5,2011,Shinyanga,19.81921613,5_2011
6,2011,Shinyanga,19.81016667,6_2011
7,2011,Shinyanga,18.92657097,7_2011
8,2011,Shinyanga,20.15743871,8_2011
9,2011,Shinyanga,21.88337,9_2011
10,2011,Shinyanga,22.63955806,10_2011
11,2011,Shinyanga,22.06210667,11_2011
12,2011,Shinyanga,20.02529032,12_2011
1,2012,Shinyanga,20.15289032,1_2012
2,2012,Shinyanga,20.14783103,2_2012
3,2012,Shinyanga,20.23409032,3_2012
4,2012,Shinyanga,19.37213667,4_2012
5,2012,Shinyanga,19.35633548,5_2012
6,2012,Shinyanga,18.98529667,6_2012
7,2012,Shinyanga,18.79440323,7_2012
8,2012,Shinyanga,20.33496129,8_2012
9,2012,Shinyanga,22.13177333,9_2012
10,2012,Shinyanga,23.63904839,10_2012
11,2012,Shinyanga,22.41548333,11_2012
12,2012,Shinyanga,20.46470968,12_2012
1,2013,Shinyanga,19.95979032,1_2013
2,2013,Shinyanga,19.97855714,2_2013
3,2013,Shinyanga,20.14375806,3_2013
4,2013,Shinyanga,19.29414,4_2013
5,2013,Shinyanga,19.28048387,5_2013
6,2013,Shinyanga,18.27674667,6_2013
7,2013,Shinyanga,18.27091613,7_2013
8,2013,Shinyanga,19.87569032,8_2013
9,2013,Shinyanga,22.11099667,9_2013
10,2013,Shinyanga,22.88106129,10_2013
11,2013,Shinyanga,22.53935667,11_2013
12,2013,Shinyanga,19.98164839,12_2013
1,2014,Shinyanga,19.40390323,1_2014
2,2014,Shinyanga,19.50038571,2_2014
3,2014,Shinyanga,19.65411613,3_2014
4,2014,Shinyanga,19.52216,4_2014
5,2014,Shinyanga,19.64833226,5_2014
6,2014,Shinyanga,19.41042333,6_2014
7,2014,Shinyanga,19.15606129,7_2014
8,2014,Shinyanga,20.42915161,8_2014
9,2014,Shinyanga,21.36971,9_2014
10,2014,Shinyanga,22.65137097,10_2014
11,2014,Shinyanga,22.28671667,11_2014
12,2014,Shinyanga,20.24717419,12_2014
1,2015,Shinyanga,19.56585161,1_2015
2,2015,Shinyanga,19.91654643,2_2015
3,2015,Shinyanga,20.40079355,3_2015
4,2015,Shinyanga,19.43315333,4_2015
5,2015,Shinyanga,19.73523226,5_2015
6,2015,Shinyanga,19.91223333,6_2015
7,2015,Shinyanga,19.29167419,7_2015
8,2015,Shinyanga,20.20063548,8_2015
9,2015,Shinyanga,22.39314,9_2015
10,2015,Shinyanga,23.66277097,10_2015
11,2015,Shinyanga,21.89141667,11_2015
12,2015,Shinyanga,20.10150323,12_2015
1,2016,Shinyanga,19.82907742,1_2016
2,2016,Shinyanga,20.08091034,2_2016
3,2016,Shinyanga,21.0499129,3_2016
4,2016,Shinyanga,19.81997333,4_2016
5,2016,Shinyanga,19.34725806,5_2016
6,2016,Shinyanga,18.92075333,6_2016
7,2016,Shinyanga,18.72146452,7_2016
8,2016,Shinyanga,19.87594516,8_2016
9,2016,Shinyanga,21.72382667,9_2016
10,2016,Shinyanga,23.13584516,10_2016
11,2016,Shinyanga,22.69582,11_2016
12,2016,Shinyanga,21.14702581,12_2016
1,2017,Shinyanga,20.35874516,1_2017
2,2017,Shinyanga,20.11894286,2_2017
3,2017,Shinyanga,20.19222903,3_2017
4,2017,Shinyanga,20.11019,4_2017
5,2017,Shinyanga,19.90816129,5_2017
6,2017,Shinyanga,19.70940333,6_2017
7,2017,Shinyanga,19.42294516,7_2017
8,2017,Shinyanga,20.76155484,8_2017
9,2017,Shinyanga,22.43798,9_2017
10,2017,Shinyanga,23.40553226,10_2017
11,2017,Shinyanga,21.63469667,11_2017
12,2017,Shinyanga,20.84247097,12_2017
1,2018,Shinyanga,18.85049677,1_2018
2,2018,Shinyanga,20.24827143,2_2018
3,2018,Shinyanga,19.11946774,3_2018
4,2018,Shinyanga,18.8118,4_2018
5,2018,Shinyanga,18.98963871,5_2018
6,2018,Shinyanga,18.85733,6_2018
7,2018,Shinyanga,18.52287097,7_2018
8,2018,Shinyanga,20.26438065,8_2018
9,2018,Shinyanga,21.071725,9_2018
1,2015,Singida,19.14774839,1_2015
2,2015,Singida,19.846825,2_2015
3,2015,Singida,19.54014516,3_2015
4,2015,Singida,19.13036,4_2015
5,2015,Singida,18.91986774,5_2015
6,2015,Singida,18.36605667,6_2015
7,2015,Singida,17.61235484,7_2015
8,2015,Singida,18.45712581,8_2015
9,2015,Singida,20.40508667,9_2015
10,2015,Singida,22.4596129,10_2015
11,2015,Singida,22.72786667,11_2015
12,2015,Singida,21.23327097,12_2015
1,2016,Singida,19.89149677,1_2016
2,2016,Singida,19.62476897,2_2016
3,2016,Singida,20.67101935,3_2016
4,2016,Singida,19.3898,4_2016
5,2016,Singida,18.06795484,5_2016
6,2016,Singida,17.29631667,6_2016
7,2016,Singida,16.75369032,7_2016
8,2016,Singida,18.21561613,8_2016
9,2016,Singida,19.60907333,9_2016
10,2016,Singida,21.74684194,10_2016
11,2016,Singida,22.65755667,11_2016
12,2016,Singida,21.25108065,12_2016
1,2017,Singida,20.48583226,1_2017
2,2017,Singida,19.88431786,2_2017
3,2017,Singida,19.53503871,3_2017
4,2017,Singida,18.88836,4_2017
5,2017,Singida,18.59300968,5_2017
6,2017,Singida,17.84125667,6_2017
7,2017,Singida,17.47192581,7_2017
8,2017,Singida,18.99922258,8_2017
9,2017,Singida,20.52028,9_2017
10,2017,Singida,22.60212581,10_2017
11,2017,Singida,22.36489,11_2017
12,2017,Singida,21.95274839,12_2017
1,2018,Singida,19.06160645,1_2018
2,2018,Singida,19.86084286,2_2018
3,2018,Singida,18.90581935,3_2018
4,2018,Singida,18.82714667,4_2018
5,2018,Singida,18.69661613,5_2018
6,2018,Singida,17.6584,6_2018
7,2018,Singida,17.13720323,7_2018
8,2018,Singida,18.4855871,8_2018
9,2018,Singida,19.2115,9_2018
1,2010,Tabora,20.27058387,1_2010
2,2010,Tabora,20.64623214,2_2010
3,2010,Tabora,20.54167097,3_2010
4,2010,Tabora,21.36234,4_2010
5,2010,Tabora,21.14822581,5_2010
6,2010,Tabora,19.35742333,6_2010
7,2010,Tabora,18.46156774,7_2010
8,2010,Tabora,19.32383548,8_2010
9,2010,Tabora,21.39318333,9_2010
10,2010,Tabora,23.42029677,10_2010
11,2010,Tabora,23.32557,11_2010
12,2010,Tabora,21.05522581,12_2010
1,2011,Tabora,19.76661935,1_2011
2,2011,Tabora,19.66525,2_2011
3,2011,Tabora,19.76215484,3_2011
4,2011,Tabora,19.60220333,4_2011
5,2011,Tabora,19.66734194,5_2011
6,2011,Tabora,19.01511333,6_2011
7,2011,Tabora,18.04806452,7_2011
8,2011,Tabora,19.54207742,8_2011
9,2011,Tabora,21.47856,9_2011
10,2011,Tabora,22.92663871,10_2011
11,2011,Tabora,22.28837667,11_2011
12,2011,Tabora,20.13179355,12_2011
1,2012,Tabora,20.07478065,1_2012
2,2012,Tabora,19.62696207,2_2012
3,2012,Tabora,19.94303226,3_2012
4,2012,Tabora,19.31547333,4_2012
5,2012,Tabora,19.38374839,5_2012
6,2012,Tabora,18.35323,6_2012
7,2012,Tabora,17.82773871,7_2012
8,2012,Tabora,19.6788871,8_2012
9,2012,Tabora,21.66388333,9_2012
10,2012,Tabora,23.48765484,10_2012
11,2012,Tabora,22.73143333,11_2012
12,2012,Tabora,20.66503548,12_2012
1,2013,Tabora,20.08602581,1_2013
2,2013,Tabora,20.08595,2_2013
3,2013,Tabora,19.91935806,3_2013
4,2013,Tabora,19.39078333,4_2013
5,2013,Tabora,19.19867742,5_2013
6,2013,Tabora,17.42761667,6_2013
7,2013,Tabora,17.43968387,7_2013
8,2013,Tabora,19.28228065,8_2013
9,2013,Tabora,21.82932333,9_2013
10,2013,Tabora,22.69932903,10_2013
11,2013,Tabora,22.92200667,11_2013
12,2013,Tabora,20.31749677,12_2013
1,2014,Tabora,19.64465484,1_2014
2,2014,Tabora,19.511575,2_2014
3,2014,Tabora,19.49687097,3_2014
4,2014,Tabora,19.46837,4_2014
5,2014,Tabora,19.39976452,5_2014
6,2014,Tabora,18.72812667,6_2014
7,2014,Tabora,18.28545484,7_2014
8,2014,Tabora,20.21884839,8_2014
9,2014,Tabora,21.22437333,9_2014
10,2014,Tabora,22.71291613,10_2014
11,2014,Tabora,22.67488333,11_2014
12,2014,Tabora,20.51583226,12_2014
1,2015,Tabora,19.45451613,1_2015
2,2015,Tabora,20.07985,2_2015
3,2015,Tabora,20.06523871,3_2015
4,2015,Tabora,19.33652333,4_2015
5,2015,Tabora,19.63199355,5_2015
6,2015,Tabora,19.03064667,6_2015
7,2015,Tabora,18.59393226,7_2015
8,2015,Tabora,19.71302903,8_2015
9,2015,Tabora,21.81202333,9_2015
10,2015,Tabora,23.47242258,10_2015
11,2015,Tabora,22.00563333,11_2015
12,2015,Tabora,20.42617419,12_2015
1,2016,Tabora,20.04758065,1_2016
2,2016,Tabora,20.28317586,2_2016
3,2016,Tabora,21.20730645,3_2016
4,2016,Tabora,20.01281333,4_2016
5,2016,Tabora,18.92805484,5_2016
6,2016,Tabora,18.19373667,6_2016
7,2016,Tabora,17.63695806,7_2016
8,2016,Tabora,19.40667742,8_2016
9,2016,Tabora,21.17522,9_2016
10,2016,Tabora,23.04941613,10_2016
11,2016,Tabora,23.13393,11_2016
12,2016,Tabora,21.05596129,12_2016
1,2017,Tabora,20.07992903,1_2017
2,2017,Tabora,20.03500714,2_2017
3,2017,Tabora,19.99477742,3_2017
4,2017,Tabora,19.65572333,4_2017
5,2017,Tabora,19.55153226,5_2017
6,2017,Tabora,18.81178,6_2017
7,2017,Tabora,18.37020323,7_2017
8,2017,Tabora,20.18225161,8_2017
9,2017,Tabora,21.93201,9_2017
10,2017,Tabora,23.61168065,10_2017
11,2017,Tabora,22.04901333,11_2017
12,2017,Tabora,20.92417419,12_2017
1,2018,Tabora,18.75800323,1_2018
2,2018,Tabora,20.11603571,2_2018
3,2018,Tabora,19.30846452,3_2018
4,2018,Tabora,19.11869667,4_2018
5,2018,Tabora,19.26210968,5_2018
6,2018,Tabora,18.28259,6_2018
7,2018,Tabora,17.87514516,7_2018
8,2018,Tabora,19.75807742,8_2018
9,2018,Tabora,20.6876625,9_2018
1,2010,Tanga,23.49169677,1_2010
2,2010,Tanga,24.87116786,2_2010
3,2010,Tanga,24.27054839,3_2010
4,2010,Tanga,22.76476333,4_2010
5,2010,Tanga,21.90968387,5_2010
6,2010,Tanga,20.71483333,6_2010
7,2010,Tanga,19.88852258,7_2010
8,2010,Tanga,20.54053548,8_2010
9,2010,Tanga,21.89443333,9_2010
10,2010,Tanga,24.66955161,10_2010
11,2010,Tanga,24.68567,11_2010
12,2010,Tanga,23.92643226,12_2010
1,2011,Tanga,24.42304516,1_2011
2,2011,Tanga,24.6518,2_2011
3,2011,Tanga,24.85961613,3_2011
4,2011,Tanga,22.69482,4_2011
5,2011,Tanga,21.50309355,5_2011
6,2011,Tanga,21.03951,6_2011
7,2011,Tanga,20.52640645,7_2011
8,2011,Tanga,20.99434839,8_2011
9,2011,Tanga,22.03899667,9_2011
10,2011,Tanga,23.17861613,10_2011
11,2011,Tanga,25.13924667,11_2011
12,2011,Tanga,24.93647742,12_2011
1,2012,Tanga,24.70060323,1_2012
2,2012,Tanga,25.14167931,2_2012
3,2012,Tanga,25.07621613,3_2012
4,2012,Tanga,22.82593667,4_2012
5,2012,Tanga,21.54083871,5_2012
6,2012,Tanga,20.78626667,6_2012
7,2012,Tanga,20.43886452,7_2012
8,2012,Tanga,21.11981935,8_2012
9,2012,Tanga,22.48171667,9_2012
10,2012,Tanga,24.69780645,10_2012
11,2012,Tanga,25.66946333,11_2012
12,2012,Tanga,25.28671935,12_2012
1,2013,Tanga,24.44811613,1_2013
2,2013,Tanga,24.87582857,2_2013
3,2013,Tanga,24.02004194,3_2013
4,2013,Tanga,22.89132,4_2013
5,2013,Tanga,21.12034516,5_2013
6,2013,Tanga,20.25477333,6_2013
7,2013,Tanga,20.05532581,7_2013
8,2013,Tanga,20.65890968,8_2013
9,2013,Tanga,22.51348,9_2013
10,2013,Tanga,23.28565806,10_2013
11,2013,Tanga,24.71016667,11_2013
12,2013,Tanga,24.23546774,12_2013
1,2014,Tanga,24.42007742,1_2014
2,2014,Tanga,23.94286429,2_2014
3,2014,Tanga,23.41926452,3_2014
4,2014,Tanga,22.22394,4_2014
5,2014,Tanga,20.89480323,5_2014
6,2014,Tanga,20.53589667,6_2014
7,2014,Tanga,20.16744194,7_2014
8,2014,Tanga,21.11670968,8_2014
9,2014,Tanga,21.78713333,9_2014
10,2014,Tanga,23.60010968,10_2014
11,2014,Tanga,24.86436333,11_2014
12,2014,Tanga,23.76973548,12_2014
